transaction_id,sender_id,recipient_id,transaction_type,amount,location,payment_method,sender_iban,recipient_iban,balance_after,description,timestamp
ff9c4893-b84d-4a68-a5da-aed29b1e14a9,EMP25643,JNSO-PLNA-7D0-FEL-1,transfer,3447.28,,,IT58B6383078664069844019884064,GB68S3857283695776049775751,19652.11,Salary payment Jan,2087-01-05T14:16:34
c66a5e9b-01f3-4fdd-a6d2-8dce4fa75392,NNLL-BRTU-7D3-RAV-0,HOME28625,transfer,802.85,,,IT30K9711948403425025862011,IT99V6754870020901512808979396,17113.48,Rent payment Jan - Casa Tua,2087-01-05T19:56:59
1d081add-b8f5-4388-8398-ca7326c97a39,EMP43902,WTZL-TNAI-80B-PFA-0,transfer,3368.67,,,IT81Y4246053255690437800337698,DE52R2345866103953164007851,23980.03,Salary payment Jan,2087-01-06T19:23:00
7f72d7bc-abbf-4ba2-bedf-3d08b6acacc7,JNSO-PLNA-7D0-FEL-1,HOME96755,transfer,999.37,,,IT91W4556581097608231692584283,IT96F2380868495568759744496004,5945.56,Rent payment Jan - Home Living Feltham,2087-01-07T08:58:33
c566f31e-d6a0-4971-b4b9-6d1d979be01f,CSPR-GRHL-800-ILM-1,MKTBR25408,e-commerce,44.12,BrightLane Marketplace,Google Pay,IT96B7334948369810948896582581,IT97L1585598506984562020802208,1557.82,,2087-01-07T14:47:15
3819cbd5-465b-4c43-9670-b8d5fb88b070,NNLL-BRTU-7D3-RAV-0,,in-person payment,17.14,Ravenna - Ravenna Mosaic Cafe,mobile phone,IT30K9711948403425025862011,IT99V6754870020901512808979396,17096.34,,2087-01-13T18:37:52
7af91846-dd50-4ac5-a751-fb87e961e9db,CSPR-GRHL-800-ILM-1,PAYSW80499,direct debit,157.27,,,DE35G0316479870123653193377,IT40X2002573682957462669885032,8533.81,Professional liability insurance,2087-01-17T05:09:49
3b7c35eb-cc78-4815-bad6-2036e0e4eed1,VLNT-SLVS-7DC-PIO-0,RENT75951,e-commerce,72.35,Home Living Ilmenau,PayPal,IT10L9520192660655169390809,IT89E2491832035984069062108313,17771.24,,2087-01-17T12:58:56
5347bf8b-2769-432f-83d9-64018062168c,WTZL-TNAI-80B-PFA-0,COMBR64209,direct debit,122.95,,,DE52R2345866103953164007851,IT30I5964847186926471966266760,23857.08,Creative suite subscription monthly,2087-01-20T08:12:01
0739221a-e1b9-438f-acf1-617d6da2aa17,JNSO-PLNA-7D0-FEL-1,,withdrawal,150.02,Piossasco - ATM Piossasco Town Center,debit card,GB68S3857283695776049775751,,19502.09,,2087-01-20T19:38:20
115b1df1-5d4d-44d9-b182-446370715a4f,JNSO-PLNA-7D0-FEL-1,,in-person payment,3.05,Feltham - Feltham High Street Bakery,Google Pay,GB68S3857283695776049775751,,19499.04,,2087-01-20T19:39:59
cc65ccc5-a1d5-4341-9a1b-5c970da007f7,JNSO-PLNA-7D0-FEL-1,,withdrawal,300.00,Piossasco - ATM Piossasco Town Square,debit card,GB68S3857283695776049775751,,19199.04,,2087-01-20T20:02:46
5db7f92c-0cd3-4023-9438-68be4a6e87b2,VLNT-SLVS-7DC-PIO-0,SHPRB44898,e-commerce,46.81,UrbanCart Direct,Google Pay,IT10L9520192660655169390809,IT71Z9417964068697655288423380,17724.43,,2087-01-21T08:29:41
9053ef41-8eed-4eb7-b8d8-7d3b0bd1bca8,NNLL-BRTU-7D3-RAV-0,,in-person payment,59.68,Ravenna - Ravenna Mosaic Cafe,Google Pay,IT30K9711948403425025862011,IT18Q8605712620599093802628246,17036.66,,2087-01-23T10:46:00
75bb5511-d927-4cbc-8138-f25b21718147,NNLL-BRTU-7D3-RAV-0,,withdrawal,100.41,Ravenna - ATM Ravenna City Center,debit card,IT30K9711948403425025862011,,16936.25,,2087-01-24T07:11:38
b7b34ea0-cf57-4631-a186-4668e46c4045,RTZO-JMIX-7D1-GAU-0,PAYHR95905,e-commerce,48.69,HorizonCart Express,Google Pay,US47O8560397578096463876194,IT41Q7593965129374288932780323,12352.28,,2087-01-26T22:39:46
cf713161-8dd4-4148-9d39-213db4a8e4e6,FCHN-VTSI-7FA-BRE-0,PAYDN45221,transfer,982.51,,,IT32R3793436380871198114296559,IT90U4188557822487992761816173,5617.55,Donation,2087-01-28T10:45:20
442c2311-d467-43cb-a1c1-816335a03749,JNSO-PLNA-7D0-FEL-1,,withdrawal,249.70,Feltham - ATM Feltham High Street,debit card,GB68S3857283695776049775751,,18949.34,,2087-01-28T20:31:02
37e610b2-21c0-49e3-9720-d00e5431c3e2,VLNT-SLVS-7DC-PIO-0,TRDDN82305,e-commerce,15.58,LumaMarket Online,debit card,IT10L9520192660655169390809,IT96R4062564498630214528027571,17708.85,,2087-02-01T09:52:42
6eb31a47-0d70-475e-b531-b4fc7f30002e,NNLL-BRTU-7D3-RAV-0,,withdrawal,20.43,Ravenna - ATM Ravenna Historic Center,debit card,IT30K9711948403425025862011,,16915.82,,2087-02-01T13:40:36
ad1cd81e-189c-4bb1-afac-7aaf666440a4,EMP68176,FCHN-VTSI-7FA-BRE-0,transfer,7202.81,,,IT72F1298460302117045459871477,DE62U9486200442637789135342,42942.00,Salary payment Feb,2087-02-01T18:26:24
e60729db-ddf8-49ed-9007-86f5cfce84fd,FCHN-VTSI-7FA-BRE-0,RETMR56580,e-commerce,280.93,MarketLane Direct,debit card,DE62U9486200442637789135342,IT33P9835241233456932089164864,42661.07,,2087-02-02T09:25:32
a5842948-5e83-4b5f-a5c6-9d16abebbc01,RTZO-JMIX-7D1-GAU-0,,in-person payment,34.72,Gautier - Gautier Coastal Cafe,debit card,US47O8560397578096463876194,IT66C4090880849104796449510408,12317.56,,2087-02-02T17:22:03
2db2e9e0-2f01-439a-9a6d-8cc6388f3355,EMP40508,NNLL-BRTU-7D3-RAV-0,transfer,2572.48,,,IT30D3332289310481168502853456,IT30K9711948403425025862011,19488.30,Salary payment Feb,2087-02-03T10:21:47
e15a8500-6d3b-4495-9498-4c502b3e8762,NNLL-BRTU-7D3-RAV-0,HOME28625,transfer,806.38,,,IT30K9711948403425025862011,IT99V6754870020901512808979396,18681.92,Rent payment Feb - Casa Tua,2087-02-03T13:20:10
f7c28cbf-8ead-4de3-a319-80b0565d4b58,FCHN-VTSI-7FA-BRE-0,DOM58085,transfer,2283.70,,,DE62U9486200442637789135342,IT15L8867763953460638982311553,40377.37,Rent payment Feb - Living Spaces,2087-02-03T15:20:37
84278cd8-92df-401e-b3e0-955e44d2ad68,VLNT-SLVS-7DC-PIO-0,HOME36805,transfer,1273.15,,,IT10L9520192660655169390809,IT28N9805865889733607058737759,16435.70,Rent payment Feb - Rent&Go,2087-02-03T18:14:04
f395bca3-02b2-4e5e-8975-48959434ee1a,RTZO-JMIX-7D1-GAU-0,RETRB55157,e-commerce,11.59,UrbanCart Marketplace,PayPal,US47O8560397578096463876194,IT64P5005737076626059875145037,12305.97,,2087-02-04T02:28:30
234315a1-8553-4599-a70e-78930c05a618,EMP98299,VLNT-SLVS-7DC-PIO-0,transfer,4067.83,,,IT87T1703925422561696849840607,IT10L9520192660655169390809,20503.53,Salary payment Feb,2087-02-04T08:13:32
9a1e8513-fe70-4e65-bf2b-f55c86c81046,EMP79924,RTZO-JMIX-7D1-GAU-0,transfer,2925.23,,,IT21Q6723621968485733505679507,US47O8560397578096463876194,15231.20,Salary payment Feb,2087-02-04T08:54:06
0a06b3ab-8c4e-4019-b9cf-171fc1999132,RTZO-JMIX-7D1-GAU-0,ABIT73300,transfer,856.40,,,US47O8560397578096463876194,IT41W5249834520399038355926291,14374.80,Rent payment Feb - Residenze Milano,2087-02-04T12:46:23
1d262166-6568-4e01-ae66-377886ef6031,EMP21818,CSPR-GRHL-800-ILM-1,transfer,2744.74,,,IT80J6407420077249896040905199,DE35G0316479870123653193377,11278.55,Salary payment Feb,2087-02-04T18:31:39
ff608cc8-ceb5-44fa-961f-ab9fe076c872,WTZL-TNAI-80B-PFA-0,PROP93151,transfer,1068.60,,,DE52R2345866103953164007851,IT93C8474527566445343755825862,22788.48,Rent payment Feb - Casa Tua Pfarrkirchen,2087-02-05T13:19:08
f2cbf2d6-1903-43dd-a21e-7b02fd650427,CSPR-GRHL-800-ILM-1,RENT75951,transfer,1003.65,,,DE35G0316479870123653193377,IT89E2491832035984069062108313,10274.90,Rent payment Feb - Home Living Ilmenau,2087-02-05T16:02:54
f4f5534f-b439-4675-8c6d-fe7ce33e5256,EMP43902,WTZL-TNAI-80B-PFA-0,transfer,3342.34,,,IT81Y4246053255690437800337698,DE52R2345866103953164007851,26130.82,Salary payment Feb,2087-02-05T19:15:14
5b59b3fc-7217-4299-8470-82e5532e7606,WTZL-TNAI-80B-PFA-0,,in-person payment,5.83,Pfarrkirchen - Pfarrkirchen Bakery Cafe,mobile phone,DE52R2345866103953164007851,,26124.99,,2087-02-06T11:21:16
6ab5bf80-6f00-4ec5-9f5c-0a5b9cdd3543,WTZL-TNAI-80B-PFA-0,,withdrawal,300.39,Piossasco - ATM Piossasco Town Center,debit card,DE52R2345866103953164007851,,25824.60,,2087-02-06T11:29:57
562d6148-faab-45c3-90a8-886760e87b9c,WTZL-TNAI-80B-PFA-0,,withdrawal,50.20,Piossasco - ATM Piossasco Town Center,debit card,DE52R2345866103953164007851,,25774.40,,2087-02-06T11:40:05
cc0f58d0-cee0-49c9-9b06-b6b68e20b71c,JNSO-PLNA-7D0-FEL-1,HOME96755,transfer,1118.54,,,GB68S3857283695776049775751,IT96F2380868495568759744496004,17830.80,Rent payment Feb - Home Living Feltham,2087-02-06T16:05:06
f2ac63ef-acea-42d4-a9ca-81cf095874c7,CSPR-GRHL-800-ILM-1,,in-person payment,48.29,Ilmenau - Ilmenau Riverside Cafe,debit card,IT96B7334948369810948896582581,IT15O6528725498286581715795835,1509.53,,2087-02-06T22:57:36
976e849f-47d4-445f-a141-b071f9044eb7,EMP25643,JNSO-PLNA-7D0-FEL-1,transfer,3434.01,,,IT58B6383078664069844019884064,GB68S3857283695776049775751,21264.81,Salary payment Feb,2087-02-07T16:34:00
50ca395c-6c6f-4620-b865-4c383ac8369c,RTZO-JMIX-7D1-GAU-0,,in-person payment,23.37,Gautier - Gautier Harbor Market,mobile phone,US47O8560397578096463876194,IT47N4412234719757628086846781,14351.43,,2087-02-07T17:35:12
a3e5125e-aebb-4d1f-9755-5505ecae392e,CSPR-GRHL-800-ILM-1,ACCRN72352,direct debit,97.89,,,DE35G0316479870123653193377,IT97Q7484263819892272151693468,10177.01,Monthly private health insurance,2087-02-10T02:03:33
f51fb071-9987-474f-8d54-44c2ec6cb16d,NNLL-BRTU-7D3-RAV-0,,withdrawal,99.72,Ravenna - ATM Ravenna Harbor,debit card,IT30K9711948403425025862011,,18582.20,,2087-02-10T16:28:00
0f208634-6279-49b4-b9de-268a42f1e78b,FCHN-VTSI-7FA-BRE-0,MKTHM29884,e-commerce,341.54,HomeHarbor Market,debit card,DE62U9486200442637789135342,IT16U2203839558207186700665897,40035.83,,2087-02-11T21:40:42
7f5a2d79-2d02-460e-bfb0-98e990067441,NNLL-BRTU-7D3-RAV-0,,withdrawal,20.22,Ravenna - ATM Ravenna Market Square,debit card,IT30K9711948403425025862011,,18561.98,,2087-02-12T17:16:50
5dcf26de-2a61-498a-977c-6ebebada05f8,JNSO-PLNA-7D0-FEL-1,,in-person payment,30.83,Feltham - Feltham Village Bakery,debit card,IT91W4556581097608231692584283,IT66H1960897589176168299284649,5914.73,,2087-02-13T18:49:13
63ce27e7-fbf3-4dcb-abb8-f6d582c0606e,RTZO-JMIX-7D1-GAU-0,,withdrawal,19.64,Gautier - ATM Gautier Bayou Plaza,debit card,US47O8560397578096463876194,,14331.79,,2087-02-14T14:52:39
1a5642d4-4f8b-4929-9ce1-93428856f5b3,WTZL-TNAI-80B-PFA-0,COMRB39809,e-commerce,187.13,UrbanCart Marketplace,PayPal,DE52R2345866103953164007851,IT93U6332193133317063993023162,25587.27,,2087-02-14T16:10:04
ebbbfbc9-62ab-4047-b56c-bbeffbf7ce43,WTZL-TNAI-80B-PFA-0,,in-person payment,46.95,Pfarrkirchen - Pfarrkirchen Village Market,debit card,DE52R2345866103953164007851,IT67Y6741577007255374607062544,25540.32,,2087-02-16T16:38:33
a8579aef-9fb4-47b2-a065-49b3040864b3,CSPR-GRHL-800-ILM-1,PAYPH11103,transfer,400.04,,,DE35G0316479870123653193377,IT57Z1580105024114519467573010,9776.97,Phone bill,2087-02-19T13:25:55
4566e181-b897-4c40-86a4-fe015ec9b69f,NNLL-BRTU-7D3-RAV-0,TRDDN59197,transfer,465.22,,,IT30K9711948403425025862011,IT38D6379879376275899469074958,18096.76,Donation,2087-02-19T15:46:26
ef0cad83-3314-4b50-85c0-cdac6bf54312,WTZL-TNAI-80B-PFA-0,,withdrawal,50.44,Pfarrkirchen - ATM Pfarrkirchen Market Square,debit card,DE52R2345866103953164007851,,25489.88,,2087-02-23T17:48:12
0b8a4f5f-41e8-4fa1-b147-81760049797c,FCHN-VTSI-7FA-BRE-0,,in-person payment,80.82,Bremen - Bremen Harbor Bistro,debit card,DE62U9486200442637789135342,IT74E5357177431810798921796338,39955.01,,2087-02-25T14:52:13
2d428d93-af79-4580-bb88-48399dd79af9,RTZO-JMIX-7D1-GAU-0,VNDMR15938,transfer,210.14,,,US47O8560397578096463876194,IT75G4378959771097100540611930,14121.65,Emergency fund transfer,2087-02-26T13:50:21
260dc681-a3e6-4201-a076-709f2d667d8a,JNSO-PLNA-7D0-FEL-1,,withdrawal,250.18,Feltham - ATM Feltham High Street,debit card,IT91W4556581097608231692584283,,5664.55,,2087-02-27T19:41:52
d25113d7-64a8-4ac5-9e28-f7d261757491,NNLL-BRTU-7D3-RAV-0,VNDNV14379,transfer,154.07,,,IT30K9711948403425025862011,IT77C4000803257043658482972490,17942.69,Invoice settlement,2087-02-28T15:50:55
1dcd96be-3408-456d-b2cb-ef44fdbee258,WTZL-TNAI-80B-PFA-0,,withdrawal,50.22,Pfarrkirchen - ATM Pfarrkirchen Town Center,debit card,DE52R2345866103953164007851,,25439.66,,2087-02-28T18:01:14
400cc761-1847-4cb2-9399-b1b3cdef3ad4,VLNT-SLVS-7DC-PIO-0,TRDDN82305,transfer,101.81,,,IT10L9520192660655169390809,IT96R4062564498630214528027571,20401.72,Donation,2087-02-28T18:42:59
e8f40bcd-9672-45f6-80bd-4baa4931184c,EMP68176,FCHN-VTSI-7FA-BRE-0,transfer,7318.40,,,IT72F1298460302117045459871477,DE62U9486200442637789135342,47273.41,Salary payment Mar,2087-03-01T17:08:36
fee887b2-5f76-4da7-92b2-37a8cfd03055,FCHN-VTSI-7FA-BRE-0,DOM58085,transfer,1969.46,,,DE62U9486200442637789135342,IT15L8867763953460638982311553,45303.95,Rent payment Mar - Living Spaces,2087-03-01T20:21:57
5f0f085b-46df-431b-886e-691dc04f7e46,FCHN-VTSI-7FA-BRE-0,ORGDN27290,transfer,244.86,,,DE62U9486200442637789135342,IT49B1074341389165875484777552,45059.09,Donation,2087-03-01T20:53:29
37e087af-54d4-4e55-95f7-1cb0ca063d96,EMP98299,VLNT-SLVS-7DC-PIO-0,transfer,4079.80,,,IT87T1703925422561696849840607,IT10L9520192660655169390809,24481.52,Salary payment Mar,2087-03-02T14:00:01
027f70c2-2f84-442c-a25e-7a664fff8ac9,JNSO-PLNA-7D0-FEL-1,ORGNT43901,transfer,572.81,,,GB68S3857283695776049775751,IT30F8457607134633288031995797,20692.00,Internet bill Mar,2087-03-02T19:21:02
546a66d3-fcef-48f7-bedb-712fa6475cd1,EMP79924,RTZO-JMIX-7D1-GAU-0,transfer,2913.74,,,IT21Q6723621968485733505679507,US47O8560397578096463876194,17035.39,Salary payment Mar,2087-03-03T08:08:45
62577430-5566-412f-8efc-7f4c2270c782,CSPR-GRHL-800-ILM-1,PAYPH11103,transfer,401.58,,,DE35G0316479870123653193377,IT57Z1580105024114519467573010,9375.39,Savings transfer Mar,2087-03-03T11:24:37
38f7bd44-1709-40cf-b7e2-2b5e1c3c3773,CSPR-GRHL-800-ILM-1,,in-person payment,48.91,Ilmenau - Ilmenau Coffee House,debit card,DE35G0316479870123653193377,IT64P5005737076626059875145037,9326.48,,2087-03-03T15:39:21
acd4d1a5-aaad-4747-9b5a-37714bb489d5,RTZO-JMIX-7D1-GAU-0,RETRB55157,e-commerce,26.07,UrbanCart Marketplace,debit card,IT76E2566445203894254417156918,IT66C4090880849104796449510408,3154.10,,2087-03-03T21:09:38
0a502a4c-2df6-452d-ba85-311298e771df,NNLL-BRTU-7D3-RAV-0,HOME28625,transfer,733.21,,,IT30K9711948403425025862011,IT99V6754870020901512808979396,17209.48,Rent payment Mar - Casa Tua,2087-03-04T09:04:21
f19c8236-0134-4a9d-af8f-ed3fdd40313c,EMP40508,NNLL-BRTU-7D3-RAV-0,transfer,2591.66,,,IT30D3332289310481168502853456,IT30K9711948403425025862011,19801.14,Salary payment Mar,2087-03-04T12:01:20
eb538a28-0878-45b4-86e6-4ea02e45e5b7,WTZL-TNAI-80B-PFA-0,PAYCN43526,transfer,53.11,,,DE52R2345866103953164007851,IT30L4137251075711916128565096,25386.55,Consultant fee,2087-03-04T19:01:37
90733310-06e4-42e0-9e17-13dc31dd7bdf,FCHN-VTSI-7FA-BRE-0,ACCRN43774,direct debit,121.01,,,IT27F5361821955090698312634579,IT74Q2567345434724173488151305,6479.05,Professional liability insurance monthly,2087-03-05T04:10:55
b44d6451-9ec6-4ccc-9e63-bc5a625ad89d,RTZO-JMIX-7D1-GAU-0,ABIT73300,transfer,844.67,,,US47O8560397578096463876194,IT41W5249834520399038355926291,16190.72,Rent payment Mar - Residenze Milano,2087-03-05T10:25:39
fc5c78ed-edd8-4c19-98f3-b7fd908c6e05,CSPR-GRHL-800-ILM-1,RENT75951,transfer,1073.94,,,DE35G0316479870123653193377,IT89E2491832035984069062108313,8252.54,Rent payment Mar - Home Living Ilmenau,2087-03-05T12:28:11
8ffe7d1c-7dc2-4f44-8c65-12eaa3eebae4,VLNT-SLVS-7DC-PIO-0,HOME36805,transfer,1104.44,,,IT10L9520192660655169390809,IT28N9805865889733607058737759,23377.08,Rent payment Mar - Rent&Go,2087-03-05T12:34:18
59af002f-2917-4904-a6f3-0ab74c9be540,EMP25643,JNSO-PLNA-7D0-FEL-1,transfer,3434.46,,,IT58B6383078664069844019884064,GB68S3857283695776049775751,24126.46,Salary payment Mar,2087-03-05T14:24:28
69dd77bb-16be-4495-b966-c5a50dd745c6,NNLL-BRTU-7D3-RAV-0,,in-person payment,59.30,Ravenna - Portage Street Diner,debit card,IT30K9711948403425025862011,IT78E4588195238491947555244801,19741.84,,2087-03-05T19:04:35
646e6075-0f41-46d9-9575-f6e3b41d63f9,EMP21818,CSPR-GRHL-800-ILM-1,transfer,2839.68,,,IT80J6407420077249896040905199,DE35G0316479870123653193377,11092.22,Salary payment Mar,2087-03-05T20:23:23
9fa04a71-c1c6-48ec-a002-2fe046a9b9f5,WTZL-TNAI-80B-PFA-0,PROP93151,transfer,1196.49,,,DE52R2345866103953164007851,IT93C8474527566445343755825862,24190.06,Rent payment Mar - Casa Tua Pfarrkirchen,2087-03-06T08:42:06
fa5f5deb-7e50-47b7-9efa-6967e5415ce9,JNSO-PLNA-7D0-FEL-1,HOME96755,transfer,946.75,,,GB68S3857283695776049775751,IT96F2380868495568759744496004,23179.71,Rent payment Mar - Home Living Feltham,2087-03-06T14:20:01
c02f9833-861e-413f-8b9d-443c0029b98f,EMP43902,WTZL-TNAI-80B-PFA-0,transfer,3256.78,,,IT81Y4246053255690437800337698,DE52R2345866103953164007851,27446.84,Salary payment Mar,2087-03-06T20:34:39
172efdba-0a7a-4514-bd5a-62d261456bee,NNLL-BRTU-7D3-RAV-0,,withdrawal,150.43,Ravenna - ATM Ravenna City Center,debit card,IT30K9711948403425025862011,,19591.41,,2087-03-10T21:45:01
9061f16a-00c9-4960-a517-53dfe88a0311,RTZO-JMIX-7D1-GAU-0,,in-person payment,38.46,Cha da Alegria - Alegria Coffee Company,smartwatch,US47O8560397578096463876194,IT30W7772112003480874924767462,16152.26,,2087-03-11T21:32:34
d2f6e4db-8eed-45b8-8cfc-15d5e8e18ec3,JNSO-PLNA-7D0-FEL-1,CMPSR99899,transfer,143.17,,,GB68S3857283695776049775751,IT22U3987801418092884113396753,23036.54,Service payment,2087-03-12T19:39:04
20f13022-0e22-46a5-9102-2e272da6cdce,FCHN-VTSI-7FA-BRE-0,,in-person payment,53.13,Florence - Arno River Cafe,mobile phone,IT27F5361821955090698312634579,IT70B8227605027797504969719510,6425.92,,2087-03-13T09:23:42
77c19429-62aa-4482-8b63-634be2a831f3,RTZO-JMIX-7D1-GAU-0,,in-person payment,51.32,Cha da Alegria - Cha da Alegria Bakery,mobile phone,US47O8560397578096463876194,IT42O1090880962347181054695242,16100.94,,2087-03-15T18:07:26
50d945cf-a224-41b0-97d7-a5ce0ebebde5,WTZL-TNAI-80B-PFA-0,ORGLN36934,transfer,53.26,,,DE52R2345866103953164007851,IT70B8227605027797504969719510,27393.58,Loan payment,2087-03-20T19:07:26
d9be7905-0e3e-4959-bb8b-89f784e22c2b,NNLL-BRTU-7D3-RAV-0,,in-person payment,10.45,Ravenna - Mosaic Bistro Ravenna,debit card,IT30K9711948403425025862011,IT89Z7974846115136704156563048,19580.96,,2087-03-20T22:27:10
153ff4b9-0bd8-42c5-8687-412f21b70e2d,RTZO-JMIX-7D1-GAU-0,,in-person payment,20.01,Gautier - Gautier Harbor Grill,mobile phone,US47O8560397578096463876194,IT42V8422521945440141594952685,16080.93,,2087-03-21T18:50:49
b4d532e4-18de-4160-b105-ecf9c32b5394,RTZO-JMIX-7D1-GAU-0,,in-person payment,28.41,Gautier - Gautier Harbor Market,debit card,US47O8560397578096463876194,IT23H4872923227777357304069928,16052.52,,2087-03-22T18:46:39
0bd13626-b01b-4d0e-8821-9f6c13c0dc14,JNSO-PLNA-7D0-FEL-1,,in-person payment,28.48,Feltham - Feltham High Street Deli,debit card,IT91W4556581097608231692584283,IT19O7179424975441571374373220,5636.07,,2087-03-23T09:18:48
a96467dc-32f8-4a1b-b8f4-243f8fda7024,JNSO-PLNA-7D0-FEL-1,COMRB39809,e-commerce,107.69,UrbanCart Marketplace,PayPal,GB68S3857283695776049775751,IT93U6332193133317063993023162,22928.85,,2087-03-23T11:47:25
fd3d80aa-25b2-4de8-96c2-c0342f1c68bb,NNLL-BRTU-7D3-RAV-0,,in-person payment,58.41,Ravenna - Ravenna Mosaic Cafe,mobile phone,IT30K9711948403425025862011,IT82U7040017163613003697023263,19522.55,,2087-03-23T19:35:46
1db12c09-8bf6-4153-bddb-d71c92bd4490,FCHN-VTSI-7FA-BRE-0,RETNX18127,e-commerce,47.12,NextCart Marketplace,debit card,DE62U9486200442637789135342,IT60I2181458031209236772899627,45011.97,,2087-03-24T14:27:41
74b394f9-78ee-45fa-9ac7-068fc9a66c7e,VLNT-SLVS-7DC-PIO-0,,withdrawal,49.61,Piossasco - ATM Piossasco Town Center,debit card,IT10L9520192660655169390809,,23327.47,,2087-03-24T19:51:58
05688a22-aed8-4345-aff9-62780fec265b,WTZL-TNAI-80B-PFA-0,MKTSW66369,e-commerce,152.26,SwiftBasket Online,debit card,DE52R2345866103953164007851,IT24Y3912542358742462850205289,27241.32,,2087-03-25T07:19:26
4f00d589-e38d-4b4a-ab07-dbd6d1466b1b,NNLL-BRTU-7D3-RAV-0,,in-person payment,38.95,Ravenna - Portage Street Diner,debit card,IT30K9711948403425025862011,IT83C4066106609963535315593842,19483.60,,2087-03-26T09:03:25
abbba6ec-0b81-44e1-a3fd-4134b09d5ad3,VLNT-SLVS-7DC-PIO-0,ENTLN20357,transfer,57.96,,,IT10L9520192660655169390809,IT69W2762893197617678518387934,23269.51,Loan payment,2087-03-28T10:15:12
4ac357eb-fcff-49f9-89bd-e5b275d024be,FCHN-VTSI-7FA-BRE-0,,withdrawal,100.22,Gautier - ATM Gautier Town Center,debit card,DE62U9486200442637789135342,,44911.75,,2087-03-28T11:20:56
1742dbab-cfc2-49df-b10e-f8c0deccf566,FCHN-VTSI-7FA-BRE-0,,in-person payment,5.54,Bremen - Bremen Harbor Bakery,smartwatch,DE62U9486200442637789135342,,44906.21,,2087-03-28T11:23:26
6f23cf8b-ac18-4eec-ba5e-922fa1e221cb,FCHN-VTSI-7FA-BRE-0,,withdrawal,99.61,Gautier - ATM Gautier Town Center,debit card,DE62U9486200442637789135342,,44806.60,,2087-03-28T11:32:49
0b6d44d2-db69-479c-83ae-aa16000c417b,FCHN-VTSI-7FA-BRE-0,,withdrawal,250.11,Gautier - ATM Gautier City Center,debit card,DE62U9486200442637789135342,,44556.49,,2087-03-28T11:45:01
541391ca-7c85-4473-a93a-74ede1b83292,RTZO-JMIX-7D1-GAU-0,,withdrawal,149.66,Gautier - ATM Gautier Town Center,debit card,US47O8560397578096463876194,,15902.86,,2087-03-29T09:12:01
889296c4-a681-4c97-8f0f-2df083c0f527,WTZL-TNAI-80B-PFA-0,MKTSW37100,e-commerce,203.20,SwiftCart Direct,Google Pay,DE52R2345866103953164007851,IT93G5600001943072449265374207,27038.12,,2087-03-29T11:26:53
